user_id,employment_type,income_range,city_tier,bank_account_age_months,num_bank_accounts,monthly_income,rent_paid_on_time,utility_delay_days,upi_txn_count,avg_month_end_balance,overdraft_event,alt_credit_score
558,salaried,25000-80000,3,57,3,21513.66667,0.9166666667,2.833333333,68.75,20814.33333,1,84.65
559,self_employed,20000-100000,3,56,3,9166.833333,0.9166666667,3.5,85.66666667,16521.5,1,79.69
560,salaried,25000-80000,2,101,2,54589.83333,1,2.166666667,102.3333333,18169.75,2,86
561,student,0-15000,1,97,1,28121.41667,1,2.166666667,87.25,15032.41667,2,82.87
562,salaried,25000-80000,3,30,1,19882,1,2.333333333,59,13384.5,0,81.05
563,salaried,25000-80000,1,54,2,45873.83333,1,2.583333333,68.5,13658.66667,1,81.08
564,salaried,25000-80000,1,94,2,15433.58333,1,2.333333333,89.41666667,14556.16667,0,82.22
565,salaried,25000-80000,3,15,1,33121.58333,0.9166666667,2.083333333,66.41666667,9053.25,2,73.64
566,student,0-15000,2,7,2,64030,0.9166666667,3,70.41666667,17710.83333,0,81.38
567,salaried,25000-80000,3,21,2,34695.08333,0.8333333333,3.333333333,84.33333333,10271.25,1,70.27
568,student,0-15000,1,45,2,32475.33333,0.8333333333,4.583333333,72.08333333,16040.25,0,74.79
569,salaried,25000-80000,1,64,2,37353.41667,0.9166666667,2.916666667,79.83333333,15864.66667,1,79.61
570,salaried,25000-80000,2,27,2,44961.91667,0.9166666667,3.166666667,83.33333333,16523.5,0,80.02
571,self_employed,20000-100000,2,56,2,44402,0.8333333333,2.75,84.08333333,17342.58333,1,77.93
572,student,0-15000,3,37,2,43780.5,0.8333333333,2.833333333,80.08333333,18946.08333,0,79.45
573,self_employed,20000-100000,3,110,3,31537.25,0.9166666667,2.666666667,76.91666667,18976.91667,0,82.98
574,salaried,25000-80000,3,26,2,31897.58333,0.9166666667,2.25,79.08333333,16716,0,81.13
575,gig,10000-30000,2,12,3,18411.33333,0.9166666667,2.916666667,103.0833333,18302.83333,0,82.05
576,gig,10000-30000,1,91,2,47543.91667,0.75,3.75,82.5,15179.25,2,71.43
577,self_employed,20000-100000,3,34,1,34654.75,0.8333333333,3.583333333,67.41666667,18438.08333,0,78.19
578,student,0-15000,1,84,3,22273.08333,0.9166666667,2.916666667,74,20413.91667,1,84.16
579,self_employed,20000-100000,2,28,1,48688.75,0.8333333333,4.416666667,79.75,11888.66667,0,70.81
580,salaried,25000-80000,3,102,3,9679.333333,0.9166666667,2.666666667,87.5,15041.25,2,79.04
581,salaried,25000-80000,2,34,2,12428.16667,1,2.583333333,84.33333333,15213.41667,0,82.63
582,self_employed,20000-100000,2,106,3,36118.75,0.5833333333,6.75,111.6666667,17402.58333,1,63.99
583,student,0-15000,2,77,1,23461.66667,1,1.75,91.91666667,16470.16667,0,84.72
584,gig,10000-30000,3,9,3,36133.58333,1,1.416666667,98.41666667,15172.5,0,83.76
585,salaried,25000-80000,3,112,1,13625.41667,0.6666666667,5.5,86.83333333,11866.25,0,63.03
586,salaried,25000-80000,2,108,3,55273.08333,1,1.916666667,73.83333333,13767.41667,1,81.85
587,student,0-15000,1,18,1,40801.91667,0.9166666667,2.333333333,91.58333333,13480.16667,1,77.81
588,salaried,25000-80000,1,95,2,47457.33333,0.75,4.75,72.08333333,15347.25,0,70.6
589,student,0-15000,2,19,1,34475.83333,1,1.833333333,79.25,16482.41667,1,84.65
590,self_employed,20000-100000,1,80,3,7663.083333,0.75,3.75,86.66666667,16006.08333,0,72.26
591,gig,10000-30000,2,88,1,39265.66667,1,1.333333333,75.91666667,13101.33333,0,81.77
592,student,0-15000,1,9,2,49262.25,0.8333333333,3.75,95,14275.08333,0,73.86
593,self_employed,20000-100000,2,42,2,18812.33333,0.6666666667,5.25,82.16666667,18031.5,0,69.45
594,salaried,25000-80000,2,26,2,33110.5,0.9166666667,2.666666667,80,12691.91667,1,76.69
595,gig,10000-30000,1,62,1,63322.33333,0.75,5.083333333,91.33333333,11690.66667,0,66.61
596,student,0-15000,2,9,1,45903.66667,1,1.75,77.5,15272.33333,1,83.52
597,gig,10000-30000,1,85,2,21157.33333,0.9166666667,2.666666667,106.75,13977.16667,0,77.98
598,salaried,25000-80000,2,29,2,59469.83333,0.8333333333,2.666666667,84.75,15885.25,1,76.55
599,salaried,25000-80000,2,65,3,54092.83333,1,2.5,98.16666667,15303.5,0,82.8
600,salaried,25000-80000,1,27,1,19154.16667,0.9166666667,1.916666667,98.66666667,10957.83333,0,75.71
601,gig,10000-30000,3,36,3,26006.41667,0.8333333333,4.083333333,97.58333333,16939.08333,1,76.19
602,salaried,25000-80000,1,60,1,36779.41667,1,1.666666667,79.83333333,9788.916667,0,78.12
603,salaried,25000-80000,1,118,3,29962.83333,1,1.916666667,82.33333333,13994.58333,0,82.08
604,gig,10000-30000,3,62,2,20486.33333,0.9166666667,2.833333333,95.5,15837.83333,2,79.67
605,gig,10000-30000,2,9,3,47452.91667,0.9166666667,4.166666667,104.4166667,17984.25,1,80.48
606,student,0-15000,2,83,3,37446.91667,0.9166666667,2.666666667,94.5,12139.41667,0,76.14
607,gig,10000-30000,3,74,1,51299.75,0.8333333333,3.333333333,98,15080.41667,1,75.08
608,salaried,25000-80000,3,8,1,13823.5,0.9166666667,3.166666667,89.58333333,18499.91667,0,82
609,gig,10000-30000,2,114,2,51725.25,0.8333333333,3.5,71.08333333,19877.66667,0,79.71
610,salaried,25000-80000,1,24,2,38789.08333,0.9166666667,3.833333333,105.9166667,13800.66667,1,76.63
611,self_employed,20000-100000,1,74,1,45985.66667,0.8333333333,3.666666667,94.83333333,19013,3,78.68
612,salaried,25000-80000,2,26,2,14007.08333,0.9166666667,2,96.5,14541,0,79.21
613,self_employed,20000-100000,2,95,2,62678.33333,0.9166666667,2,83.41666667,15029.16667,0,79.7
614,gig,10000-30000,2,6,1,56451.75,0.8333333333,3.75,95.83333333,18598,0,78.18
615,student,0-15000,1,51,1,53901.83333,0.8333333333,4.833333333,79.58333333,15555.83333,1,74.06
616,gig,10000-30000,2,41,1,52446.66667,0.8333333333,3.333333333,77,18022.75,1,78.02
617,student,0-15000,1,35,2,12364.91667,1,2.166666667,97.58333333,13769.41667,0,81.6
618,salaried,25000-80000,1,97,2,38159.75,0.9166666667,2.25,94.58333333,16353.25,0,80.77
619,salaried,25000-80000,1,59,3,14683.08333,0.9166666667,3.916666667,87.75,13705.5,0,76.46
620,salaried,25000-80000,3,49,1,31428.58333,1,3,74.5,17153.91667,0,84.15
621,salaried,25000-80000,1,89,2,13989.58333,1,2,89.25,15834.5,1,83.83
622,self_employed,20000-100000,1,73,2,22703.91667,0.9166666667,4.25,95,13480.5,1,75.9
623,salaried,25000-80000,1,20,2,9686.083333,0.9166666667,2,83.33333333,13764.08333,1,78.43
624,gig,10000-30000,2,93,3,35764.16667,0.6666666667,5,76.83333333,19784.33333,1,71.45
625,self_employed,20000-100000,1,31,2,60046.58333,0.8333333333,3.5,75.16666667,16127.83333,0,75.96
626,gig,10000-30000,3,87,1,36680.66667,1,1.666666667,105.9166667,16711.66667,1,85.04
627,gig,10000-30000,1,93,1,31847.83333,0.9166666667,2.166666667,93.75,14462.5,0,78.96
628,salaried,25000-80000,3,17,1,42462.16667,1,2.5,79.08333333,13877.91667,1,81.38
629,student,0-15000,1,73,3,27801.91667,1,1.25,93,14614.83333,0,83.36
630,salaried,25000-80000,3,38,1,27785.83333,0.9166666667,2.833333333,82.25,14929.16667,1,78.76
631,self_employed,20000-100000,1,33,2,19713.16667,0.8333333333,3.083333333,71.5,17082.75,0,77.33
632,salaried,25000-80000,3,54,1,12734.41667,1,2.083333333,77.83333333,15889.83333,0,83.81
633,gig,10000-30000,1,103,1,29462,0.9166666667,2.166666667,99.41666667,17293.58333,0,81.79
634,salaried,25000-80000,1,27,1,47387.58333,1,1.75,84.58333333,15162.33333,0,83.41
635,gig,10000-30000,2,117,3,42029.66667,0.9166666667,2.833333333,84.58333333,15325.83333,1,79.16
636,gig,10000-30000,2,93,3,42063.91667,0.6666666667,4,95.91666667,13535,0,66.2
637,salaried,25000-80000,3,15,3,46300.08333,1,1.166666667,84.83333333,19746.83333,1,88.58
638,student,0-15000,3,69,3,41986.75,0.9166666667,2,79.91666667,18052.58333,1,82.72
639,self_employed,20000-100000,2,73,2,43963.25,0.75,3.916666667,56.25,21161.58333,1,77.24
640,gig,10000-30000,1,109,1,30515.58333,0.8333333333,4.166666667,79.25,18801.25,0,77.97
641,gig,10000-30000,1,19,3,31258.83333,0.9166666667,2.25,87.41666667,13537.33333,1,77.95
642,self_employed,20000-100000,2,33,2,56266.16667,1,1.833333333,96.58333333,13909,0,82.08
643,salaried,25000-80000,2,8,1,32785,1,1.916666667,64.91666667,15099.33333,1,83.18
644,salaried,25000-80000,3,44,3,50560.08333,1,1.833333333,93.41666667,15979.91667,0,84.15
645,gig,10000-30000,1,24,1,19530.08333,0.8333333333,3.833333333,92.58333333,15318.5,3,74.82
646,self_employed,20000-100000,1,79,1,57453,0.9166666667,2.333333333,106.0833333,19832.41667,0,84.17
647,salaried,25000-80000,2,60,1,53998.33333,1,1.833333333,76,17785.58333,0,85.95
648,salaried,25000-80000,3,109,2,36413.25,1,1.833333333,90.08333333,17475,0,85.64
649,student,0-15000,2,17,2,40385.91667,1,2.25,87.66666667,16800.25,1,84.55
650,salaried,25000-80000,3,8,3,17706.58333,0.9166666667,1.75,88.5,16399.91667,3,81.32
651,salaried,25000-80000,3,38,1,39323.5,0.9166666667,2.583333333,71.41666667,13890.41667,2,77.97
652,student,0-15000,1,37,3,63053.58333,0.9166666667,2.166666667,81.25,10503.83333,0,75
653,salaried,25000-80000,3,115,2,38410.33333,0.8333333333,3,82.25,16834.33333,0,77.17
654,self_employed,20000-100000,1,16,2,22925.58333,0.9166666667,2.583333333,102.75,15032.66667,0,79.12
655,salaried,25000-80000,3,114,3,32583.08333,1,2.333333333,85.66666667,11769.83333,1,79.44
656,student,0-15000,2,39,2,31149.83333,0.9166666667,2.833333333,81.75,16018.83333,0,79.85
657,self_employed,20000-100000,2,32,1,24100.08333,0.8333333333,3.166666667,72,17466.66667,3,77.63
658,salaried,25000-80000,2,30,2,17369,0.9166666667,3.25,87.75,17276.58333,2,80.69
659,salaried,25000-80000,1,104,1,27759.91667,1,1.5,64.91666667,14701.66667,0,83.2
660,salaried,25000-80000,1,107,2,34302.33333,1,1.916666667,89.08333333,12379,1,80.46
661,student,0-15000,3,16,2,23070.25,1,1.833333333,76,17127.33333,1,85.29
662,gig,10000-30000,2,90,2,23337.58333,0.9166666667,3.5,80.5,18480.16667,1,81.65
663,gig,10000-30000,3,35,2,51305.66667,0.9166666667,2.25,112.0833333,16242.08333,0,80.66
664,salaried,25000-80000,1,95,2,26104.41667,1,2.333333333,78.08333333,16557.41667,1,84.22
665,gig,10000-30000,2,39,1,16923.41667,0.75,4.833333333,84.58333333,16134.5,0,71.3
666,gig,10000-30000,1,80,1,42473.5,0.8333333333,3.583333333,92,18535.08333,1,78.29
667,salaried,25000-80000,2,22,1,16509.08333,0.9166666667,2.083333333,93.08333333,15197.25,0,79.78
668,gig,10000-30000,3,96,3,46164.91667,0.8333333333,4.416666667,99.75,10984.58333,2,69.9
669,student,0-15000,2,39,2,46495.83333,0.8333333333,3.833333333,95.75,20572.08333,1,80.07
670,salaried,25000-80000,1,52,3,48530.5,0.9166666667,2.833333333,69.08333333,14824.16667,0,78.66
671,student,0-15000,2,6,3,63499.83333,0.9166666667,3.5,79.41666667,18944.91667,0,82.11
672,salaried,25000-80000,2,9,2,40032.41667,0.9166666667,3.583333333,87.16666667,17343.58333,1,80.43
673,salaried,25000-80000,1,68,1,58201.33333,1,1.75,91.5,13088.91667,0,81.34
674,student,0-15000,1,51,2,19844.75,0.8333333333,2.583333333,69.58333333,14783,1,75.53
675,self_employed,20000-100000,1,14,3,31236.08333,0.8333333333,2.75,83.08333333,20020.83333,1,80.6
676,student,0-15000,3,102,2,40658.83333,0.8333333333,3.833333333,81,17173.91667,1,76.67
677,gig,10000-30000,2,96,2,29398,1,2.5,75.33333333,9840.583333,0,77.34
678,salaried,25000-80000,2,105,1,10977.5,0.9166666667,3,87.91666667,17096.25,0,80.76
679,salaried,25000-80000,1,35,3,21487.41667,1,1.75,86.83333333,19129.16667,1,87.38
680,student,0-15000,2,30,2,40606.5,0.9166666667,2.833333333,77.66666667,15974.33333,1,79.81
681,self_employed,20000-100000,1,53,1,33562.83333,0.9166666667,3.583333333,86.91666667,13809.25,0,76.89
682,salaried,25000-80000,3,47,3,48867.5,1,2.166666667,74,12837.08333,1,80.67
683,gig,10000-30000,1,76,2,19400.75,1,2.083333333,84.5,18901.16667,1,86.82
684,gig,10000-30000,1,24,3,19391.75,0.8333333333,3.75,96.83333333,17306.91667,1,76.89
685,salaried,25000-80000,1,58,1,29029.25,0.8333333333,3,73.91666667,16794.91667,0,77.13
686,student,0-15000,1,14,1,8192,0.9166666667,3.75,89.66666667,13700.08333,0,76.62
687,salaried,25000-80000,1,80,1,46623.5,0.9166666667,3.083333333,84.16666667,15219.41667,0,78.8
688,salaried,25000-80000,1,99,1,9021.666667,1,2.5,88.58333333,16448.41667,0,83.95
689,student,0-15000,3,13,2,49918.5,0.8333333333,4.583333333,98.25,15750.41667,3,74.5
690,gig,10000-30000,2,46,3,27377.58333,0.5833333333,5.333333333,65.16666667,18601,1,66.6
691,gig,10000-30000,2,67,1,38741.75,1,1.916666667,84.25,13353.41667,0,81.44
692,salaried,25000-80000,2,16,2,44041.16667,0.8333333333,4,93,17728.91667,1,77.06
693,self_employed,20000-100000,2,74,1,64262.08333,0.5,8.5,67.08333333,18023.08333,1,59.52
694,salaried,25000-80000,1,78,1,42904.66667,0.8333333333,4.166666667,95.25,14019.66667,1,73.19
695,student,0-15000,3,103,1,10839.91667,1,1.75,102.4166667,17326.75,0,85.58
696,student,0-15000,2,45,2,18106.83333,0.8333333333,3,76.75,14228.33333,0,74.56
697,salaried,25000-80000,3,110,3,24442.08333,1,1.833333333,80.41666667,15243.83333,0,83.41
698,self_employed,20000-100000,2,109,1,21676.75,0.8333333333,4.416666667,88.33333333,19770.58333,2,78.69
699,gig,10000-30000,2,34,3,25702.83333,0.9166666667,3.333333333,77.16666667,12227.41667,0,75.56
700,salaried,25000-80000,2,33,2,19882.25,1,1.833333333,93.33333333,13293.41667,0,81.46
701,gig,10000-30000,3,113,2,18886.5,1,1.416666667,91.91666667,12129.75,0,80.71
702,salaried,25000-80000,2,110,1,33080.58333,1,2.166666667,76.16666667,15977.33333,2,83.81
703,salaried,25000-80000,2,91,1,11599.66667,0.9166666667,3.666666667,97.5,14330.83333,1,77.33
704,student,0-15000,1,11,2,19271,0.8333333333,4.666666667,78.83333333,15619.41667,1,74.29
705,self_employed,20000-100000,1,111,1,57637.33333,0.75,3.916666667,73.75,10033.5,1,66.12
706,salaried,25000-80000,2,104,2,9661.333333,0.8333333333,2.416666667,83.58333333,14028.66667,0,74.95
707,gig,10000-30000,1,61,1,63298.25,0.75,4.416666667,72.75,17971.25,0,73.55
708,salaried,25000-80000,1,51,1,16424.25,0.9166666667,3.166666667,96.58333333,14977.41667,2,78.48
709,salaried,25000-80000,1,102,2,18126.25,1,2.25,81.33333333,17322.08333,0,85.07
710,salaried,25000-80000,2,69,2,44527.66667,0.9166666667,2.666666667,93.75,18280,0,82.28
711,salaried,25000-80000,1,110,1,46466.41667,1,2.25,87,7388.833333,2,75.14
712,gig,10000-30000,1,22,1,48705.75,0.75,4,73.25,19473.58333,1,75.47
713,salaried,25000-80000,2,46,3,28982.41667,1,1.5,92.08333333,14729.58333,1,83.23
714,salaried,25000-80000,2,24,3,32469.66667,0.9166666667,2.916666667,86.33333333,12495.83333,0,76.25
715,student,0-15000,1,6,3,45720.66667,1,1.666666667,78.08333333,12343.75,0,80.68
716,salaried,25000-80000,3,114,1,22071.58333,1,2,83.58333333,16185.66667,0,84.19
717,salaried,25000-80000,3,108,2,15577.25,0.8333333333,4.833333333,91.58333333,15183.83333,1,73.68
718,gig,10000-30000,3,51,3,9118.416667,0.9166666667,2.416666667,91.41666667,15927.83333,0,80.18
719,gig,10000-30000,3,54,3,15031.16667,0.8333333333,4.25,72.08333333,17312.66667,0,76.4
720,self_employed,20000-100000,1,73,2,27528,0.9166666667,2.416666667,90.91666667,16351.58333,0,80.6
721,gig,10000-30000,2,106,3,30806.41667,0.8333333333,3.083333333,98.83333333,13698.5,0,73.95
722,salaried,25000-80000,2,118,1,10171.83333,1,2.166666667,91,16272.58333,1,84.11
723,salaried,25000-80000,1,46,3,42236.41667,0.9166666667,2.333333333,78.33333333,13075.08333,1,77.41
724,salaried,25000-80000,2,79,2,37023.41667,0.9166666667,2.5,79.66666667,15375.66667,1,79.54
725,self_employed,20000-100000,2,19,2,30023.83333,1,1.833333333,77.91666667,14718.41667,2,82.89
726,student,0-15000,1,44,3,27305.66667,1,1.833333333,96.33333333,19165.5,0,87.33
727,gig,10000-30000,1,7,1,34878.58333,0.9166666667,2.75,86.41666667,15136.33333,0,79.05
728,student,0-15000,2,45,2,36050.41667,1,1.833333333,78.75,15828,0,83.99
729,student,0-15000,2,40,3,22625,0.75,5.083333333,67.66666667,13670.58333,0,68.59
730,salaried,25000-80000,2,95,1,24620,1,2.416666667,82.83333333,15446.58333,0,83.03
731,student,0-15000,2,100,1,18921.83333,0.9166666667,2.666666667,103.5833333,14940.5,0,78.94
732,gig,10000-30000,2,33,1,39734.66667,0.9166666667,3.833333333,72.83333333,13174.75,1,76.01
733,gig,10000-30000,2,104,1,25241.91667,0.9166666667,2.583333333,69,12666,1,76.75
734,salaried,25000-80000,1,35,2,10041.5,0.8333333333,2.75,88.33333333,18316.16667,1,78.9
735,salaried,25000-80000,2,49,3,9998.583333,0.9166666667,2.833333333,99.66666667,14227.66667,0,78.06
736,gig,10000-30000,1,80,2,47244.5,0.8333333333,4.583333333,99.16666667,13235.08333,0,71.99
737,salaried,25000-80000,1,38,3,14060.08333,0.9166666667,3.166666667,91.16666667,13890.16667,0,77.39
738,salaried,25000-80000,1,12,1,47590.25,0.9166666667,2.333333333,74.91666667,18667.08333,0,83
739,self_employed,20000-100000,1,25,3,28161.91667,0.75,4.583333333,99.16666667,15723.75,0,71.14
740,student,0-15000,2,97,3,19715.83333,0.75,4.416666667,86.08333333,18301.5,0,73.88
741,salaried,25000-80000,1,16,1,26970.41667,1,1.916666667,81.75,13875.75,1,81.96
742,student,0-15000,3,13,2,23182.58333,1,2.333333333,78.58333333,17365.33333,0,85.03
743,gig,10000-30000,2,107,1,41713,0.8333333333,4.25,84.91666667,16679.41667,1,75.76
744,student,0-15000,1,55,1,17430.83333,0.9166666667,3.416666667,95.08333333,12219.91667,0,75.47
745,salaried,25000-80000,3,72,3,35714.75,0.8333333333,3.666666667,73.25,12998.75,0,72.67
746,student,0-15000,1,51,2,49849.66667,0.8333333333,4.666666667,102.9166667,12986.16667,0,71.65
747,self_employed,20000-100000,2,56,2,38359.33333,0.8333333333,3.583333333,77.5,15636,0,75.39
748,salaried,25000-80000,1,35,2,46285.16667,1,1.75,86.25,18484.75,0,86.73
749,self_employed,20000-100000,1,47,1,64164.41667,0.6666666667,5.916666667,77.5,17193.16667,0,67.94
750,salaried,25000-80000,2,23,1,30682.25,1,2.166666667,99.66666667,15328.5,0,83.16
751,self_employed,20000-100000,1,52,2,37053.5,0.6666666667,5.25,61.5,15942.33333,2,67.36
752,salaried,25000-80000,1,117,2,53472.5,1,1.333333333,88.91666667,13093.83333,0,81.76
753,salaried,25000-80000,1,54,1,35768.08333,1,1.5,85.33333333,17503,1,86
754,salaried,25000-80000,3,92,3,55918.16667,0.9166666667,3.75,66.08333333,15841.33333,1,78.76
755,salaried,25000-80000,3,114,3,45493.75,0.8333333333,3.666666667,80,17264.33333,1,76.93
756,student,0-15000,2,113,1,32174.08333,0.5833333333,6.5,82.33333333,11809.16667,1,58.64
757,self_employed,20000-100000,2,6,3,16499.75,1,1.833333333,88.25,16362.33333,1,84.53
758,student,0-15000,2,116,2,47875.75,1,1.916666667,77.83333333,14072.33333,0,82.16
759,salaried,25000-80000,2,22,3,20688.75,0.9166666667,3.666666667,100.25,15779.75,1,78.78
760,self_employed,20000-100000,2,29,2,52831.25,0.75,5,95.75,18470.83333,0,73.47
761,salaried,25000-80000,2,13,1,14392.25,1,1.833333333,81.33333333,15575,2,83.74
762,salaried,25000-80000,2,24,3,54316.75,1,2.25,85.91666667,16248.08333,1,84
763,self_employed,20000-100000,3,16,2,16783.66667,0.9166666667,2.75,93.58333333,18181.66667,0,82.1
764,salaried,25000-80000,3,26,2,25708.16667,1,2.25,86,16531.25,0,84.28
765,gig,10000-30000,1,86,1,10419.33333,0.9166666667,2.666666667,103.75,18501.5,0,82.5
766,self_employed,20000-100000,3,22,3,37955.5,0.8333333333,3.166666667,100.6666667,15393.91667,0,75.56
767,salaried,25000-80000,3,113,2,35517.83333,1,1.25,70.91666667,16079.08333,5,84.83
768,salaried,25000-80000,1,107,3,17560.75,1,2.083333333,89.75,12976.75,0,80.89
769,salaried,25000-80000,3,20,3,48145.41667,1,2.25,93.25,18672.66667,2,86.42
770,salaried,25000-80000,2,119,1,36145.41667,1,2.416666667,80.5,15586,0,83.17
771,self_employed,20000-100000,3,87,3,35143.91667,1,2.25,77.75,20034.75,0,87.78
772,gig,10000-30000,2,12,1,27153.5,0.9166666667,3.166666667,79.58333333,14702,0,78.2
773,salaried,25000-80000,3,77,1,14648.75,0.9166666667,2.916666667,84.16666667,18553.16667,0,82.3
774,salaried,25000-80000,3,101,3,48354.16667,1,1.833333333,89.33333333,16815,1,84.98
775,salaried,25000-80000,1,74,1,54135.08333,0.8333333333,3.5,71.75,15286.08333,0,75.12
776,self_employed,20000-100000,1,85,2,41531.91667,0.6666666667,5.833333333,81.83333333,12818.41667,0,63.65
777,salaried,25000-80000,2,48,3,14258.83333,1,1.5,84.08333333,15078.16667,1,83.58
778,gig,10000-30000,1,26,2,23628.75,0.75,3.416666667,94.33333333,16677.75,1,73.26
779,salaried,25000-80000,2,35,1,53752.08333,0.9166666667,3.75,62.16666667,14149.5,1,77.07
780,gig,10000-30000,3,119,2,14617.58333,0.9166666667,2.333333333,77.75,9773.5,1,74.11
781,gig,10000-30000,1,12,3,21913.16667,0.9166666667,3.333333333,85.91666667,15832.58333,1,79.17
782,gig,10000-30000,3,6,3,20988.16667,0.75,4.416666667,81.25,17243.66667,1,72.83
783,student,0-15000,3,10,1,60371.25,0.9166666667,2.916666667,103.9166667,13356.5,0,77.11
784,gig,10000-30000,3,71,3,37651.58333,0.75,3.666666667,81.33333333,15417.75,0,71.75
785,student,0-15000,2,51,2,12659.91667,0.9166666667,3.833333333,72.91666667,16363.83333,0,79.2
786,salaried,25000-80000,2,107,3,18183.91667,0.9166666667,3.25,68,21095.58333,2,84.51
787,salaried,25000-80000,1,65,1,42981.33333,1,2.583333333,100.5833333,14977.08333,0,82.39
788,self_employed,20000-100000,1,66,3,43048.66667,0.6666666667,5.166666667,77.25,17717.58333,0,69.22
789,salaried,25000-80000,1,45,1,33834,0.9166666667,3.333333333,82.41666667,18745.08333,2,82.08
790,salaried,25000-80000,3,21,2,42251.41667,1,1.916666667,71.91666667,12475.25,0,80.56
791,student,0-15000,1,18,3,22367.08333,0.9166666667,2.666666667,89.41666667,14175.75,0,78.18
792,salaried,25000-80000,3,72,3,41115.91667,0.9166666667,2.666666667,80.75,17232.16667,0,81.23
793,self_employed,20000-100000,2,32,2,8899.25,0.8333333333,3.75,81.83333333,16229.66667,1,75.81
794,salaried,25000-80000,2,70,1,31565.66667,0.8333333333,4.583333333,83,12465.5,1,71.22
795,gig,10000-30000,3,26,3,33034.83333,0.75,4.75,103.25,14257.08333,0,69.51
796,salaried,25000-80000,2,91,3,56145.16667,0.9166666667,2.75,107.25,16178.33333,0,80.1
797,self_employed,20000-100000,2,67,2,20035.08333,0.8333333333,4.166666667,84.5,15596.33333,2,74.76
798,salaried,25000-80000,2,57,2,19084.83333,1,1.666666667,79.83333333,18210.91667,0,86.54
799,salaried,25000-80000,2,58,3,10529.75,0.9166666667,2.583333333,98.75,13918.25,0,78
800,salaried,25000-80000,2,82,3,52631.66667,1,2.083333333,96.5,14459.91667,1,82.38
801,gig,10000-30000,1,36,2,25719.66667,0.8333333333,3.833333333,74.08333333,17760.5,2,77.26
802,self_employed,20000-100000,3,80,1,52395.75,0.75,4,88.66666667,16122.5,2,72.12
803,gig,10000-30000,1,100,1,57532.66667,0.8333333333,4.166666667,90.33333333,16600.58333,0,75.77
804,salaried,25000-80000,1,101,2,42365.91667,0.9166666667,2.166666667,96.41666667,11636.75,0,76.14
805,gig,10000-30000,1,55,1,33342,0.75,6.333333333,70.91666667,16222.83333,1,69.89
806,salaried,25000-80000,3,69,1,39547.33333,1,2.666666667,83.91666667,17480.5,1,84.81
807,self_employed,20000-100000,3,112,3,14850.41667,0.9166666667,3,90.91666667,10209.33333,1,73.88
808,salaried,25000-80000,3,73,2,22617.66667,0.9166666667,2.75,86.75,15702.66667,0,79.62
809,self_employed,20000-100000,2,54,2,40770.5,0.8333333333,2.166666667,98.16666667,15755.91667,0,76.92
810,salaried,25000-80000,3,42,1,9268.416667,1,2,66.66666667,11692.5,1,79.69
811,gig,10000-30000,2,38,3,13241.33333,0.8333333333,3.666666667,80.91666667,15625.5,1,75.29
812,gig,10000-30000,2,52,3,43161,1,1.75,82.83333333,13079.33333,1,81.33
813,salaried,25000-80000,3,106,1,16629,1,1.666666667,77.08333333,18112.91667,0,86.45
814,salaried,25000-80000,1,73,3,55476.33333,1,2.083333333,89.5,12037.33333,0,79.95
815,self_employed,20000-100000,1,89,3,26399.91667,0.8333333333,3.666666667,75.58333333,11415.25,1,71.08
816,gig,10000-30000,3,22,1,17936.41667,1,2.083333333,96.66666667,12509.41667,0,80.43
817,salaried,25000-80000,1,46,3,37922.08333,1,2.75,96.33333333,17621,1,84.87
818,salaried,25000-80000,1,83,3,27580.83333,1,2,78.75,16338.08333,1,84.34
819,salaried,25000-80000,1,110,1,32677.33333,0.9166666667,2.5,100.4166667,14436.5,0,78.6
820,salaried,25000-80000,3,36,2,27232,1,2.166666667,81.33333333,15413.41667,0,83.25
821,salaried,25000-80000,2,80,2,24574.5,0.9166666667,3.583333333,92.66666667,13381.5,0,76.46
822,self_employed,20000-100000,1,114,3,18969.41667,1,2,100.75,16362.33333,1,84.36
823,gig,10000-30000,1,93,3,45432.66667,0.9166666667,3.916666667,81.16666667,8469.5,1,71.22
824,student,0-15000,2,75,1,37183.58333,0.9166666667,2.583333333,97.75,11975.75,0,76.06
825,gig,10000-30000,2,70,1,38614,1,1.25,81.91666667,16213.66667,0,84.96
826,salaried,25000-80000,1,62,1,35586.75,1,2.25,94.83333333,13494.33333,0,81.24
827,student,0-15000,2,49,3,24430.33333,0.9166666667,3.083333333,92.66666667,16541.83333,0,80.13
828,gig,10000-30000,1,42,2,44293.83333,0.8333333333,3.083333333,79.16666667,11474.75,1,71.72
829,salaried,25000-80000,1,105,2,38974.33333,0.9166666667,3.333333333,89,14651,0,77.98
830,salaried,25000-80000,2,116,2,24905.25,0.9166666667,2.416666667,118.0833333,16069.75,0,80.32
831,salaried,25000-80000,2,29,1,24181.16667,1,2.833333333,84.91666667,15614.41667,2,82.78
832,salaried,25000-80000,3,65,2,24321.25,0.8333333333,3.166666667,82.58333333,17325.41667,0,77.49
833,gig,10000-30000,1,33,3,38733.16667,0.8333333333,3.083333333,84.41666667,14389.83333,0,74.64
834,salaried,25000-80000,1,81,3,16176.66667,0.8333333333,4.25,95.58333333,16124.33333,0,75.21
835,salaried,25000-80000,1,52,2,30570.33333,1,1.583333333,73,14774.75,0,83.19
